ID,Drug,Name,SMILES
776,DB01200,Bromocriptine,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C
777,DB01201,Rifapentine,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O
778,DB01202,Levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O
779,DB01203,Nadolol,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
780,DB01204,Mitoxantrone,OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O
781,DB01206,Lomustine,ClCCN(N=O)C(=O)NC1CCCCC1
782,DB01208,Sparfloxacin,C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O
783,DB01209,Dezocine,[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N
784,DB01210,Levobunolol,CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O
785,DB01211,Clarithromycin,[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC
786,DB01212,Ceftriaxone,[H][C@]12SCC(CSC3=NC(=O)C(=O)NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
787,DB01213,Fomepizole,CC1=CNN=C1
788,DB01214,Metipranolol,CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1
789,DB01216,Finasteride,[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C
790,DB01217,Anastrozole,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N
791,DB01218,Halofantrine,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F
792,DB01219,Dantrolene,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O
793,DB01220,Rifaximin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C(N=C5C=C(C)C=CN15)C4=C3C2=O
794,DB01222,Budesonide,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
795,DB01223,Aminophylline,NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O
796,DB01224,Quetiapine,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12
797,DB01227,Levacetylmethadol,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
798,DB01228,Encainide,COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C
799,DB01229,Paclitaxel,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C
800,DB01230,Pemoline,NC1=NC(=O)C(c2ccccc2)O1
801,DB01232,Saquinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1)[C@@H](C2)C(=O)NC(C)(C)C
802,DB01233,Metoclopramide,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC
803,DB01234,Dexamethasone,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
804,DB01235,Levodopa,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O
805,DB01237,Bromodiphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C1=CC=C(Br)C=C1
806,DB01238,Aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl
807,DB01239,Chlorprothixene,CN(C)CC\C=C1\C2=CC=CC=C2SC2=CC=C(Cl)C=C12
808,DB01240,Epoprostenol,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)CCCCC)[C@@]1([H])C\C(O2)=C\CCCC(O)=O
809,DB01241,Gemfibrozil,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1
810,DB01242,Clomipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2
811,DB01243,Chloroxine,OC1=C(Cl)C=C(Cl)C2=C1N=CC=C2
812,DB01246,Alimemazine,CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12
813,DB01248,Docetaxel,[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
814,DB01250,Olsalazine,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O
815,DB01251,Gliquidone,COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C2=O
816,DB01252,Mitiglinide,[H][C@@](CC(=O)N1C[C@@]2([H])CCCC[C@@]2([H])C1)(CC1=CC=CC=C1)C(O)=O
817,DB01254,Dasatinib,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1
818,DB01255,Lisdexamfetamine,C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN
819,DB01256,Retapamulin,[H][C@@]12C(=O)CC[C@]11CC[C@@H](C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@H]1C[C@@H]2CC[C@H](C1)N2C
820,DB01259,Lapatinib,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
821,DB01260,Desonide,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
822,DB01261,Sitagliptin,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F
823,DB01262,Decitabine,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1
824,DB01263,Posaconazole,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1
825,DB01264,Darunavir,[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1
826,DB01265,Telbivudine,CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O
827,DB01267,Paliperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1
828,DB01268,Sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
829,DB01274,Arformoterol,COC1=CC=C(C[C@@H](C)NC[C@H](O)C2=CC(NC=O)=C(O)C=C2)C=C1
830,DB01275,Hydralazine,NNC1=NN=CC2=CC=CC=C12
831,DB01280,Nelarabine,COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
832,DB01282,Carbetocin,[H][C@]1(NC(=O)[C@H](CC2=CC=C(OC)C=C2)NC(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC
833,DB01283,Lumiracoxib,CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1
834,DB01284,Tetracosactide,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O
835,DB01289,Glisoxepide,CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
836,DB01291,Pirbuterol,CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1
837,DB01319,Fosamprenavir,CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1
838,DB01320,Fosphenytoin,OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1
839,DB01324,Polythiazide,CN1C(CSCC(F)(F)F)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O
840,DB01326,Cefamandole,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O
841,DB01327,Cefazolin,[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O
842,DB01328,Cefonicid,[H][C@]12SCC(CSC3=NN=NN3CS(O)(=O)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O
843,DB01330,Cefotetan,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C1SC(S1)=C(C(N)=O)C(O)=O)OC)C(O)=O
844,DB01331,Cefoxitin,[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@]2(NC(=O)CC1=CC=CS1)OC)C(O)=O
845,DB01332,Ceftizoxime,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
846,DB01333,Cefradine,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CCC=CC1)C(O)=O
847,DB01340,Cilazapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O
848,DB01348,Spirapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(O)=O)SCCS2
849,DB01349,Tasosartan,CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=CC=CC=C3C3=NNN=N3)C2=N1
850,DB01351,Amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
851,DB01352,Aprobarbital,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O
852,DB01353,Butobarbital,CCCCC1(CC)C(=O)NC(=O)NC1=O
853,DB01357,Mestranol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3
854,DB01359,Penbutolol,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
855,DB01364,Ephedrine,CN[C@@H](C)[C@H](O)C1=CC=CC=C1
856,DB01365,Mephentermine,CNC(C)(C)CC1=CC=CC=C1
857,DB01367,Rasagiline,C#CCN[C@@H]1CCC2=CC=CC=C12
858,DB01369,Quinupristin,[H][C@@]12CCCN1C(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)C1=NC=CC=C1O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@]1([H])CC(=O)[C@]([H])(CS[C@@H]3CN4CCC3CC4)CN1C(=O)[C@H](CC1=CC=C(C=C1)N(C)C)N(C)C2=O)C1=CC=CC=C1
859,DB01380,Cortisone acetate,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
860,DB01382,Glymidine,COCCOC1=CN=C(NS(=O)(=O)C2=CC=CC=C2)N=C1
861,DB01388,Mibefradil,COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C
862,DB01393,Bezafibrate,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O
863,DB01394,Colchicine,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O
864,DB01395,Drospirenone,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21
865,DB01399,Salsalate,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O
866,DB01400,Neostigmine,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C
867,DB01406,Danazol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C
868,DB01409,Tiotropium,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1
869,DB01410,Ciclesonide,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(O[C@@H](O2)C1CCCCC1)C(=O)COC(=O)C(C)C
870,DB01411,Pranlukast,O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1
871,DB01413,Cefepime,CO\N=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1
872,DB01415,Ceftibuten,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=C/CC(O)=O)\C1=CSC(N)=N1)C(O)=O
873,DB01416,Cefpodoxime,[H][C@]12SCC(COC)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
874,DB01418,Acenocoumarol,CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O
875,DB01420,Testosterone propionate,[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
876,DB01421,Paromomycin,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
877,DB01425,Alizapride,COC1=CC2=NNN=C2C=C1C(=O)NCC1CCCN1CC=C
878,DB01426,Ajmaline,[H][C@]12C[C@]34[C@H](O)C1[C@@]1([H])C[C@]([H])(N2[C@H](O)[C@H]1CC)[C@]3([H])N(C)C1=CC=CC=C41
879,DB01427,Amrinone,Nc1cc(-c2ccncc2)c[nH]c1=O
880,DB01429,Aprindine,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1
881,DB01430,Almitrine,FC1=CC=C(C=C1)C(N1CCN(CC1)C1=NC(NCC=C)=NC(NCC=C)=N1)C1=CC=C(F)C=C1
882,DB01436,Alfacalcidol,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C
883,DB01437,Glutethimide,CCC1(CCC(=O)NC1=O)C1=CC=CC=C1
884,DB01438,Phenazopyridine,NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1
885,DB01440,gamma-Hydroxybutyric acid,OCCCC(O)=O
886,DB01483,Barbital,CCC1(CC)C(=O)NC(=O)NC1=O
887,DB01501,Difenoxin,OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
888,DB01545,Ethyl loflazepate,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O
889,DB01550,Fenproporex,CC(CC1=CC=CC=C1)NCCC#N
890,DB01551,Dihydrocodeine,[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2O)=CC=C3OC
891,DB01556,Chlorphentermine,CC(C)(N)CC1=CC=C(Cl)C=C1
892,DB01563,Chloral hydrate,OC(O)C(Cl)(Cl)Cl
893,DB01576,Dextroamphetamine,C[C@H](N)CC1=CC=CC=C1
894,DB01577,Metamfetamine,CN[C@@H](C)CC1=CC=CC=C1
895,DB01579,Phendimetrazine,C[C@H]1[C@@H](OCCN1C)C1=CC=CC=C1
896,DB01580,Oxprenolol,CC(C)NCC(O)COC1=CC=CC=C1OCC=C
897,DB01586,Ursodeoxycholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O
898,DB01588,Prazepam,ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1
899,DB01590,Everolimus,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC
900,DB01591,Solifenacin,O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1
901,DB01592,Iron,[Fe]
902,DB01595,Nitrazepam,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1
903,DB01597,Cilastatin,CC1(C)C[C@@H]1C(=O)N\C(=C/CCCCSC[C@H](N)C(O)=O)C(O)=O
904,DB01598,Imipenem,[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O
905,DB01599,Probucol,CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
906,DB01600,Tiaprofenic acid,CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1
907,DB01601,Lopinavir,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1
908,DB01602,Bacampicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OC(C)OC(=O)OCC
909,DB01603,Meticillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OC)C=CC=C1OC)C(O)=O
910,DB01606,Tazobactam,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O
911,DB01607,Ticarcillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](C(O)=O)C1=CSC=C1)C(O)=O
912,DB01609,Deferasirox,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O
913,DB01611,Hydroxychloroquine,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1
914,DB01612,Amyl Nitrite,CCCCCON=O
915,DB01615,Aceprometazine,CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O)N(C)C
916,DB01618,Molindone,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2
917,DB01619,Phenindamine,CN1CCC2=C(C1)C(C1=CC=CC=C21)C1=CC=CC=C1
918,DB01620,Pheniramine,CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1
919,DB01621,Pipotiazine,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1
920,DB01623,sirolimus,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
921,DB01624,Zuclopenthixol,OCCN1CCN(CC\C=C2\C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1
922,DB01625,Isopropamide,CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C
923,DB01626,Pargyline,CN(CC#C)CC1=CC=CC=C1
924,DB01656,Roflumilast,FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl
925,DB01677,Fumaric acid,OC(=O)\C=C\C(O)=O
926,DB01685,Topiroxostat,N#CC1=NC=CC(=C1)C1=NNC(=N1)C1=CC=NC=C1
927,DB01698,Rutin,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
928,DB01708,Prasterone,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C
929,DB01764,Dalfopristin,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@H](C(C)C)[C@H](C)\C=C\C(=O)NC\C=C\C(\C)=C\[C@@H](O)CC(=O)CC1=NC(=CO1)C2=O
930,DB01783,Pantothenic acid,CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O
931,DB01956,Taurine,NCCS(O)(=O)=O
932,DB02266,Flufenamic acid,OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F
933,DB02300,Calcipotriol,O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1
934,DB02329,Carbenoxolone,[H][C@@]1(CC[C@@]2(C)[C@@]([H])(CC[C@]3(C)[C@]2([H])C(=O)C=C2[C@]4([H])C[C@](C)(CC[C@]4(C)CC[C@@]32C)C(O)=O)C1(C)C)OC(=O)CCC(O)=O
935,DB02362,Aminobenzoic acid,NC1=CC=C(C=C1)C(O)=O
936,DB02383,Tolrestat,COC1=C(C2=CC=CC(C(=S)N(C)CC(O)=O)=C2C=C1)C(F)(F)F
937,DB02546,Vorinostat,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1
938,DB02600,Oseltamivir acid,CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O
939,DB02659,Cholic Acid,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C
940,DB02703,Fusidic acid,[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O
941,DB02745,Uridine,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O
942,DB02901,Stanolone,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C
943,DB02925,Piretanide,NS(=O)(=O)C1=CC(=CC(N2CCCC2)=C1OC1=CC=CC=C1)C(O)=O
944,DB03128,Acetylcholine,CC(=O)OCC[N+](C)(C)C
945,DB03166,Acetic acid,CC(O)=O
946,DB03209,Oteracil,OC(=O)C1=NC(=O)NC(=O)N1
947,DB03255,Phenol,OC1=CC=CC=C1
948,DB03619,Deoxycholic acid,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
949,DB03754,Tromethamine,NC(CO)(CO)CO
950,DB03756,Doconexent,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O
951,DB03793,Benzoic acid,OC(=O)C1=CC=CC=C1
952,DB03843,Formaldehyde,[H]C([H])=O
953,DB03904,Urea,NC(N)=O
954,DB04145,Nicotinyl alcohol,OCC1=CC=CN=C1
955,DB04272,Citric acid,OC(=O)CC(O)(CC(O)=O)C(O)=O
956,DB04398,Lactic acid,CC(O)C(O)=O
957,DB04465,Lactose,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
958,DB04564,Gluconolactone,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O
959,DB04571,Trioxsalen,CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1
960,DB04572,Thiotepa,S=P(N1CC1)(N1CC1)N1CC1
961,DB04574,Estrone sulfate,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OS(O)(=O)=O)C=C3
